date,day,user_id,action,reward,penalty,observed,sleep,activity,diet,habit,water
2023-02-11,42,0,eat_veg_400,7.5,8.5,-0.7398720446987254,0,1,0,1,0
2023-02-11,42,1,drink_water_8,6.557004459661968,12.0,-5.954373061907991,0,0,0,1,0
2023-02-11,42,2,eat_veg_400,2.8734886985318537,17.0,-13.934616423692706,0,0,0,0,0
2023-02-11,42,3,eat_veg_400,5.5,12.0,-6.556519251406044,0,0,0,1,0
2023-02-11,42,4,eat_veg_400,7.052959911436831,10.0,-1.775059457545487,1,0,1,0,0
2023-02-11,42,5,walk_30,5.067606863160523,13.5,-8.959568841848402,0,1,0,0,0
2023-02-11,42,6,sleep_early,6.473172825001583,12.0,-5.68095590816071,0,0,0,1,0
2023-02-11,42,7,no_tobacco_alcohol,4.998358274173189,12.0,-6.335707189495647,0,0,0,1,0
2023-02-11,42,8,meditate_10,5.421408243763536,14.0,-8.513502942821033,0,0,1,0,0
2023-02-11,42,9,no_tobacco_alcohol,5.62614671637206,12.0,-7.607764741518475,0,0,0,1,0
2023-02-11,42,10,walk_30,11.187612627889788,4.5,6.832287243564479,1,1,0,1,0
2023-02-11,42,11,walk_30,6.234711510627467,12.0,-4.987180068120644,0,0,0,1,0
2023-02-11,42,12,no_tobacco_alcohol,5.004612664085936,12.0,-7.35553528844718,0,0,0,1,0
2023-02-11,42,13,eat_veg_400,8.957761020480639,8.5,0.2818646982846096,0,1,0,1,0
2023-02-11,42,14,meditate_10,7.0,12.0,-4.454531214279691,0,0,0,1,0
2023-02-11,42,15,meditate_10,5.876276218630928,12.0,-4.975141919158016,0,0,0,1,0
2023-02-11,42,16,no_tobacco_alcohol,2.681168598837756,17.0,-16.782980808005316,0,0,0,0,0
2023-02-11,42,17,no_tobacco_alcohol,3.393447226082765,17.0,-11.420828425369685,0,0,0,0,0
2023-02-11,42,18,meditate_10,5.609899066413297,12.0,-6.766907578551044,0,0,0,1,0
2023-02-11,42,19,walk_30,9.492169912838337,6.5,2.998303800729758,1,1,1,0,0
2023-02-11,42,20,eat_veg_400,5.30904112659124,13.5,-8.858445722404596,0,1,0,0,0
2023-02-11,42,21,meditate_10,5.545071131027145,12.0,-6.449163900869091,0,0,0,1,0
2023-02-11,42,22,eat_veg_400,7.0,9.5,-3.0066111001780036,1,1,0,0,0
2023-02-11,42,23,meditate_10,8.534661868126044,8.0,0.3819111096918891,1,0,0,1,0
2023-02-11,42,24,no_tobacco_alcohol,6.949814192816323,12.0,-4.040865811178244,0,0,0,1,0
2023-02-12,43,0,eat_veg_400,7.630446091536325,8.5,-0.7944534119141632,0,1,0,1,0
2023-02-12,43,1,meditate_10,6.592354782678521,12.0,-5.53381809214171,0,0,0,1,0
2023-02-12,43,2,no_tobacco_alcohol,2.0013484259716745,17.0,-14.63157318612962,0,0,0,0,0
2023-02-12,43,3,meditate_10,5.608003034152958,12.0,-6.898335144792513,0,0,0,1,0
2023-02-12,43,4,eat_veg_400,7.17398657026692,10.0,-2.5294454921885348,1,0,1,0,0
2023-02-12,43,5,no_tobacco_alcohol,6.105614071486915,12.0,-5.490695157410818,0,0,0,1,0
2023-02-12,43,6,meditate_10,6.53096864768905,12.0,-5.441172734836069,0,0,0,1,0
2023-02-12,43,7,meditate_10,5.908323188480379,12.0,-4.52218800720019,0,0,0,1,0
2023-02-12,43,8,no_tobacco_alcohol,3.3351267880191324,17.0,-15.07406496400961,0,0,0,0,0
2023-02-12,43,9,meditate_10,5.78396189685443,12.0,-6.933960024203365,0,0,0,1,0
2023-02-12,43,10,eat_veg_400,11.323623624795806,4.5,7.338641596192699,1,1,0,1,0
2023-02-12,43,11,eat_veg_400,6.124743324540818,12.0,-6.966794606656785,0,0,0,1,0
2023-02-12,43,12,drink_water_8,5.834162416987212,12.0,-6.130309711619174,0,0,0,1,0
2023-02-12,43,13,eat_veg_400,11.0,5.5,5.118096765304653,0,1,1,1,0
2023-02-12,43,14,meditate_10,9.5,8.0,1.6181093037896592,1,0,0,1,0
2023-02-12,43,15,sleep_early,5.924613680501757,12.0,-6.2006595177270585,0,0,0,1,0
2023-02-12,43,16,no_tobacco_alcohol,2.743100541925004,17.0,-13.34390742818314,0,0,0,0,0
2023-02-12,43,17,no_tobacco_alcohol,6.336279339519158,12.0,-6.975807091341341,0,0,0,1,0
2023-02-12,43,18,walk_30,5.550142888598938,12.0,-5.9233710298244215,0,0,0,1,0
2023-02-12,43,19,sleep_early,7.647345619694647,9.5,-2.0832796010973853,1,1,0,0,0
2023-02-12,43,20,sleep_early,8.010384866369249,9.5,-1.5449680964202135,1,1,0,0,0
2023-02-12,43,21,meditate_10,5.596568031613289,12.0,-5.782451334487455,0,0,0,1,0
2023-02-12,43,22,walk_30,7.04455768510014,9.5,-1.903006755190777,1,1,0,0,0
2023-02-12,43,23,meditate_10,8.674289649316332,8.0,0.4838028068286252,1,0,0,1,0
2023-02-12,43,24,eat_veg_400,7.0,12.0,-3.7381001164145555,0,0,0,1,0
2023-02-13,44,0,eat_veg_400,7.608115347759578,8.5,-0.7172210701158405,0,1,0,1,0
2023-02-13,44,1,sleep_early,9.145729415525423,8.0,1.3372880283453437,1,0,0,1,0
2023-02-13,44,2,no_tobacco_alcohol,4.982126284502849,12.0,-6.281044252481635,0,0,0,1,0
2023-02-13,44,3,no_tobacco_alcohol,5.670176865232005,12.0,-7.933003045959974,0,0,0,1,0
2023-02-13,44,4,sleep_early,7.07397431038867,10.0,-3.519899785546553,1,0,1,0,0
2023-02-13,44,5,sleep_early,6.070106182882844,12.0,-5.780829311267182,0,0,0,1,0
2023-02-13,44,6,sleep_early,6.504965071991453,12.0,-5.777052273859738,0,0,0,1,0
2023-02-13,44,7,no_tobacco_alcohol,5.131750324167392,12.0,-5.564885894001526,0,0,0,1,0
2023-02-13,44,8,no_tobacco_alcohol,6.344199512152467,12.0,-5.875812356162854,0,0,0,1,0
2023-02-13,44,9,sleep_early,5.931151891199356,12.0,-6.470927841149535,0,0,0,1,0
2023-02-13,44,10,walk_30,11.292814734277586,4.5,7.312745483903383,1,1,0,1,0
2023-02-13,44,11,sleep_early,6.157658812523081,12.0,-5.932879624661544,0,0,0,1,0
2023-02-13,44,12,sleep_early,5.724146145314913,12.0,-6.0324728806261545,0,0,0,1,0
2023-02-13,44,13,sleep_early,10.980380160588528,5.5,4.46899740944006,0,1,1,1,0
2023-02-13,44,14,meditate_10,9.290451235405477,8.0,1.080697084209904,1,0,0,1,0
2023-02-13,44,15,sleep_early,5.788152231328347,12.0,-4.835364270531051,0,0,0,1,0
2023-02-13,44,16,no_tobacco_alcohol,2.791635340796482,17.0,-12.663862530868148,0,0,0,0,0
2023-02-13,44,17,walk_30,6.186788758825973,12.0,-5.53132616815651,0,0,0,1,0
2023-02-13,44,18,sleep_early,5.0,12.0,-8.867564343198518,0,0,0,1,0
2023-02-13,44,19,no_tobacco_alcohol,7.568429590233828,9.5,-2.050272481913919,1,1,0,0,0
2023-02-13,44,20,meditate_10,8.0815551170264,9.5,-1.4638004502414717,1,1,0,0,0
2023-02-13,44,21,meditate_10,5.66333032875483,12.0,-8.92909731074683,0,0,0,1,0
2023-02-13,44,22,drink_water_8,8.0,8.0,0.022121023502997706,1,1,0,0,1
2023-02-13,44,23,meditate_10,8.631376398528436,8.0,0.7077383365220592,1,0,0,1,0
2023-02-13,44,24,sleep_early,6.955911166857144,12.0,-4.323086377907367,0,0,0,1,0
2023-02-14,45,0,eat_veg_400,7.588953547610313,8.5,-1.0216582428973269,0,1,0,1,0
2023-02-14,45,1,meditate_10,9.152753512890555,8.0,1.2095963890875965,1,0,0,1,0
2023-02-14,45,2,sleep_early,5.753978329128751,12.0,-5.600186893546823,0,0,0,1,0
2023-02-14,45,3,sleep_early,5.0698289517388595,12.0,-6.752447553093123,0,0,0,1,0
2023-02-14,45,4,eat_veg_400,7.020748093548144,10.0,-3.4726581816182227,1,0,1,0,0
2023-02-14,45,5,drink_water_8,6.058023374995835,12.0,-4.994481258732812,0,0,0,1,0
2023-02-14,45,6,eat_veg_400,6.507184785606814,12.0,-4.759272838907199,0,0,0,1,0
2023-02-14,45,7,walk_30,5.771762707955713,12.0,-7.343830884812265,0,0,0,1,0
2023-02-14,45,8,sleep_early,6.442028840895714,12.0,-4.801267563617335,0,0,0,1,0
2023-02-14,45,9,drink_water_8,5.956239566927977,12.0,-6.111320585277382,0,0,0,1,0
2023-02-14,45,10,walk_30,11.380850221166925,4.5,7.938993188205602,1,1,0,1,0
2023-02-14,45,11,meditate_10,6.0283362276804295,12.0,-6.567027241004339,0,0,0,1,0
2023-02-14,45,12,eat_veg_400,5.792484713409076,12.0,-6.148957678099039,0,0,0,1,0
2023-02-14,45,13,sleep_early,11.0,5.5,5.983754809967681,0,1,1,1,0
2023-02-14,45,14,meditate_10,9.471940893829588,8.0,1.2665853397450086,1,0,0,1,0
2023-02-14,45,15,sleep_early,5.894255676740533,12.0,-5.490293096220435,0,0,0,1,0
2023-02-14,45,16,no_tobacco_alcohol,2.977126644262024,17.0,-12.585957067254311,0,0,0,0,0
2023-02-14,45,17,walk_30,6.154366566882512,12.0,-6.111079667777479,0,0,0,1,0
2023-02-14,45,18,drink_water_8,5.641771731829872,12.0,-6.7344583026416025,0,0,0,1,0
2023-02-14,45,19,drink_water_8,7.4316917018935795,9.5,-2.0372077296791495,1,1,0,0,0
2023-02-14,45,20,eat_veg_400,6.076070953849028,13.0,-5.584282335102285,1,0,0,0,0
2023-02-14,45,21,meditate_10,5.833075555907884,12.0,-6.424140492690999,0,0,0,1,0
2023-02-14,45,22,no_tobacco_alcohol,7.001076052396041,9.5,-2.920801138237587,1,1,0,0,0
2023-02-14,45,23,meditate_10,8.834515287837643,8.0,1.006911154561244,1,0,0,1,0
2023-02-14,45,24,walk_30,6.993539504504572,12.0,-5.565677542377354,0,0,0,1,0
2023-02-15,46,0,eat_veg_400,9.57693684556205,5.5,4.722708474627106,0,1,1,1,0
2023-02-15,46,1,meditate_10,9.17436123417982,8.0,1.2780834676828028,1,0,0,1,0
2023-02-15,46,2,meditate_10,5.718296470686335,12.0,-4.5535249121319925,0,0,0,1,0
2023-02-15,46,3,no_tobacco_alcohol,5.521897710888471,12.0,-6.856478337909126,0,0,0,1,0
2023-02-15,46,4,drink_water_8,5.559532580155645,12.5,-6.483229418973734,0,0,1,0,1
2023-02-15,46,5,no_tobacco_alcohol,6.107905597282886,12.0,-7.320269352791445,0,0,0,1,0
2023-02-15,46,6,sleep_early,6.483325727418902,12.0,-5.68119804225538,0,0,0,1,0
2023-02-15,46,7,drink_water_8,5.598451213179369,12.0,-6.376801810032748,0,0,0,1,0
2023-02-15,46,8,walk_30,6.394194089544877,12.0,-6.24331861753543,0,0,0,1,0
2023-02-15,46,9,sleep_early,5.994932079629953,12.0,-5.733120016699692,0,0,0,1,0
2023-02-15,46,10,walk_30,11.436018388728968,4.5,7.210494410174106,1,1,0,1,0
2023-02-15,46,11,no_tobacco_alcohol,5.999990231998373,12.0,-4.357947055856906,0,0,0,1,0
2023-02-15,46,12,no_tobacco_alcohol,2.0723713746160075,17.0,-14.900413247900472,0,0,0,0,0
2023-02-15,46,13,eat_veg_400,10.990319048618163,5.5,4.860776575440633,0,1,1,1,0
2023-02-15,46,14,meditate_10,9.5,8.0,1.671096116494473,1,0,0,1,0
2023-02-15,46,15,eat_veg_400,5.878829684575866,12.0,-6.46876206167773,0,0,0,1,0
2023-02-15,46,16,no_tobacco_alcohol,3.1304630679526704,17.0,-14.1058537867198,0,0,0,0,0
2023-02-15,46,17,walk_30,6.1428397813743825,12.0,-5.514208159017839,0,0,0,1,0
2023-02-15,46,18,drink_water_8,5.510855890587326,12.0,-4.654122952851227,0,0,0,1,0
2023-02-15,46,19,drink_water_8,7.2949254263426955,9.5,-2.5836618622898633,1,1,0,0,0
2023-02-15,46,20,eat_veg_400,6.13759438035667,13.0,-7.208271885416583,1,0,0,0,0
2023-02-15,46,21,sleep_early,5.241994159253599,12.0,-6.0138671904856364,0,0,0,1,0
2023-02-15,46,22,no_tobacco_alcohol,7.0,9.5,-2.5560619224046075,1,1,0,0,0
2023-02-15,46,23,meditate_10,8.82251559963661,8.0,0.8010181195448383,1,0,0,1,0
2023-02-15,46,24,eat_veg_400,9.0,9.0,-0.12611238727244622,0,0,1,1,0
2023-02-16,47,0,eat_veg_400,9.545304021508008,5.5,4.801149205991293,0,1,1,1,0
2023-02-16,47,1,sleep_early,9.004347002377855,8.0,1.1296655777324158,1,0,0,1,0
2023-02-16,47,2,drink_water_8,2.749811400564798,17.0,-11.304005099639967,0,0,0,0,0
2023-02-16,47,3,no_tobacco_alcohol,2.5,17.0,-15.864752120878608,0,0,0,0,0
2023-02-16,47,4,walk_30,9.215204607478253,6.5,2.487880999298449,1,1,1,0,0
2023-02-16,47,5,eat_veg_400,5.8404021688651815,12.0,-7.828497051784209,0,0,0,1,0
2023-02-16,47,6,meditate_10,6.471477302702079,12.0,-4.649684752787645,0,0,0,1,0
2023-02-16,47,7,eat_veg_400,5.655210670143509,12.0,-7.093744904876752,0,0,0,1,0
2023-02-16,47,8,eat_veg_400,6.260373558818342,12.0,-6.483252090575816,0,0,0,1,0
2023-02-16,47,9,eat_veg_400,8.101949610572541,9.0,-0.8516084710028268,0,0,1,1,0
2023-02-16,47,10,walk_30,11.343511258662344,4.5,7.749858035943171,1,1,0,1,0
2023-02-16,47,11,eat_veg_400,5.974194338363451,12.0,-4.609787941502072,0,0,0,1,0
2023-02-16,47,12,drink_water_8,2.7430614968881963,17.0,-15.525604328892049,0,0,0,0,0
2023-02-16,47,13,sleep_early,11.0,5.5,4.703711700125057,0,1,1,1,0
2023-02-16,47,14,sleep_early,7.0,12.0,-4.373878274737579,0,0,0,1,0
2023-02-16,47,15,eat_veg_400,5.858585818500249,12.0,-6.309129936728079,0,0,0,1,0
2023-02-16,47,16,no_tobacco_alcohol,2.97547295688153,17.0,-13.825353947274023,0,0,0,0,0
2023-02-16,47,17,eat_veg_400,6.0281434186412115,12.0,-7.249109375001667,0,0,0,1,0
2023-02-16,47,18,eat_veg_400,5.5,12.0,-6.849400581980175,0,0,0,1,0
2023-02-16,47,19,walk_30,4.734309562136751,13.5,-8.282043712739798,0,1,0,0,0
2023-02-16,47,20,eat_veg_400,3.5722857767715612,17.0,-13.614668890951176,0,0,0,0,0
2023-02-16,47,21,meditate_10,5.865756845690977,12.0,-6.063848225380534,0,0,0,1,0
2023-02-16,47,22,no_tobacco_alcohol,10.062350374885604,4.5,5.003698758994542,1,1,0,1,0
2023-02-16,47,23,eat_veg_400,8.33757957242944,9.0,-0.6241388227723397,0,0,1,1,0
2023-02-16,47,24,eat_veg_400,9.0,9.0,-0.04233787847226559,0,0,1,1,0
2023-02-17,48,0,sleep_early,9.045512449034472,5.5,4.274181727837508,0,1,1,1,0
2023-02-17,48,1,no_tobacco_alcohol,9.000758862189546,8.0,1.1687333997515872,1,0,0,1,0
2023-02-17,48,2,no_tobacco_alcohol,4.922753670432864,12.0,-7.724902949562657,0,0,0,1,0
2023-02-17,48,3,no_tobacco_alcohol,2.5,17.0,-13.038523412270766,0,0,0,0,0
2023-02-17,48,4,eat_veg_400,6.756951607655908,10.5,-4.801299863784818,0,1,1,0,0
2023-02-17,48,5,eat_veg_400,6.0351334939447385,12.0,-6.260786143966701,0,0,0,1,0
2023-02-17,48,6,walk_30,8.553951371859512,8.5,0.21990925767370142,0,1,0,1,0
2023-02-17,48,7,no_tobacco_alcohol,5.002757106882177,12.0,-8.022067342122575,0,0,0,1,0
2023-02-17,48,8,walk_30,6.257983751494278,12.0,-6.315110259148795,0,0,0,1,0
2023-02-17,48,9,meditate_10,6.074122404259316,12.0,-4.283661935880188,0,0,0,1,0
2023-02-17,48,10,walk_30,11.290702630207555,4.5,7.1045954827413045,1,1,0,1,0
2023-02-17,48,11,drink_water_8,6.001093091728109,12.0,-5.184087299237044,0,0,0,1,0
2023-02-17,48,12,no_tobacco_alcohol,2.0314434244467736,17.0,-13.219506770229888,0,0,0,0,0
2023-02-17,48,13,eat_veg_400,11.0,5.5,6.930028141306275,0,1,1,1,0
2023-02-17,48,14,sleep_early,7.0,12.0,-4.946396261967777,0,0,0,1,0
2023-02-17,48,15,meditate_10,2.7431652189482216,17.0,-15.579665892428027,0,0,0,0,0
2023-02-17,48,16,eat_veg_400,2.971082521868434,17.0,-13.340624264957304,0,0,0,0,0
2023-02-17,48,17,walk_30,6.251837020617259,12.0,-5.343829637050421,0,0,0,1,0
2023-02-17,48,18,eat_veg_400,5.5,12.0,-6.283564150808441,0,0,0,1,0
2023-02-17,48,19,sleep_early,7.422750711955403,9.5,-1.8180462802973596,1,1,0,0,0
2023-02-17,48,20,sleep_early,3.6969862927398993,17.0,-15.857663064166989,0,0,0,0,0
2023-02-17,48,21,meditate_10,5.912141322929641,12.0,-5.4236160771154625,0,0,0,1,0
2023-02-17,48,22,eat_veg_400,7.598679174298781,8.5,-0.6317716454025479,0,1,0,1,0
2023-02-17,48,23,sleep_early,8.796445720232503,8.0,0.8050402134546716,1,0,0,1,0
2023-02-17,48,24,sleep_early,6.971756927596751,12.0,-5.446555362495586,0,0,0,1,0
2023-02-18,49,0,sleep_early,9.0,5.5,3.525076029511997,0,1,1,1,0
2023-02-18,49,1,no_tobacco_alcohol,8.954569397545871,8.0,0.7749995897168591,1,0,0,1,0
2023-02-18,49,2,sleep_early,8.344033220882622,8.0,0.5176793105072965,1,0,0,1,0
2023-02-18,49,3,walk_30,2.594622783382285,17.0,-13.080153228736386,0,0,0,0,0
2023-02-18,49,4,sleep_early,9.268695746110431,6.5,2.6241274779482993,1,1,1,0,0
2023-02-18,49,5,sleep_early,6.045852670442724,12.0,-4.450415685394773,0,0,0,1,0
2023-02-18,49,6,sleep_early,6.8405422423315,12.0,-4.865652183061615,0,0,0,1,0
2023-02-18,49,7,sleep_early,5.7829837277856715,12.0,-6.146807114315336,0,0,0,1,0
2023-02-18,49,8,sleep_early,6.34448218537799,12.0,-4.64213697484983,0,0,0,1,0
2023-02-18,49,9,sleep_early,5.97849773200963,12.0,-4.097751203275803,0,0,0,1,0
2023-02-18,49,10,walk_30,11.23584219503306,4.5,6.252123786119237,1,1,0,1,0
2023-02-18,49,11,drink_water_8,5.831470496323828,12.0,-5.328545773489817,0,0,0,1,0
2023-02-18,49,12,no_tobacco_alcohol,4.992557153489767,12.0,-7.387085781896942,0,0,0,1,0
2023-02-18,49,13,sleep_early,11.0,5.5,6.028232303571608,0,1,1,1,0
2023-02-18,49,14,sleep_early,7.0,12.0,-4.624389417975123,0,0,0,1,0
2023-02-18,49,15,meditate_10,2.769705748075438,17.0,-14.107539461062682,0,0,0,0,0
2023-02-18,49,16,no_tobacco_alcohol,2.9464482690929277,17.0,-10.687791917574895,0,0,0,0,0
2023-02-18,49,17,walk_30,6.412197401064558,12.0,-7.890854057173015,0,0,0,1,0
2023-02-18,49,18,eat_veg_400,5.5119345561418704,12.0,-6.078366056115888,0,0,0,1,0
2023-02-18,49,19,no_tobacco_alcohol,10.499338890332819,4.5,5.385006546844923,1,1,0,1,0
2023-02-18,49,20,no_tobacco_alcohol,5.985723129205384,12.0,-5.32023477597475,0,0,0,1,0
2023-02-18,49,21,no_tobacco_alcohol,5.960363151695894,12.0,-5.903481863822467,0,0,0,1,0
2023-02-18,49,22,eat_veg_400,9.5,5.5,5.5254860534445935,0,1,1,1,0
2023-02-18,49,23,walk_30,8.766929406996251,8.0,0.8601056517712155,1,0,0,1,0
2023-02-18,49,24,meditate_10,7.0,12.0,-6.030383700468741,0,0,0,1,0
2023-02-19,50,0,eat_veg_400,9.54681802345404,5.5,5.200887672361105,0,1,1,1,0
2023-02-19,50,1,drink_water_8,6.601869180930031,12.0,-7.011102589845957,0,0,0,1,0
2023-02-19,50,2,sleep_early,5.8840785467391985,12.0,-6.678809768760291,0,0,0,1,0
2023-02-19,50,3,no_tobacco_alcohol,2.6487244262136755,17.0,-14.360152487798938,0,0,0,0,0
2023-02-19,50,4,walk_30,9.391358182434304,6.5,1.8107793689498641,1,1,1,0,0
2023-02-19,50,5,walk_30,8.003929648927535,8.5,-0.777597121683298,0,1,0,1,0
2023-02-19,50,6,eat_veg_400,3.8413184575744808,17.0,-16.692763822027707,0,0,0,0,0
2023-02-19,50,7,walk_30,5.761663844383362,12.0,-5.998635300531946,0,0,0,1,0
2023-02-19,50,8,walk_30,6.364482468434155,12.0,-5.002404556619545,0,0,0,1,0
2023-02-19,50,9,walk_30,6.1690739351852635,12.0,-7.214993636713147,0,0,0,1,0
2023-02-19,50,10,eat_veg_400,8.692318105936588,8.5,0.16106234592979587,0,1,0,1,0
2023-02-19,50,11,walk_30,5.72913619392777,12.0,-6.669259397317803,0,0,0,1,0
2023-02-19,50,12,walk_30,7.733111767645688,8.5,-0.5729138154844632,0,1,0,1,0
2023-02-19,50,13,sleep_early,10.947697106167292,5.5,5.582148268140886,0,1,1,1,0
2023-02-19,50,14,walk_30,8.837800255079562,8.5,0.4676666102897282,0,1,0,1,0
2023-02-19,50,15,no_tobacco_alcohol,5.080393637850114,12.0,-7.430963576548685,0,0,0,1,0
2023-02-19,50,16,no_tobacco_alcohol,2.7691019838263458,17.0,-14.495908059537449,0,0,0,0,0
2023-02-19,50,17,walk_30,6.3662217733931925,12.0,-5.528579337025805,0,0,0,1,0
2023-02-19,50,18,walk_30,5.5,12.0,-7.834047343467261,0,0,0,1,0
2023-02-19,50,19,walk_30,10.67566815117057,4.5,5.326696566355635,1,1,0,1,0
2023-02-19,50,20,walk_30,6.704752467356877,12.0,-6.4999717458684625,0,0,0,1,0
2023-02-19,50,21,walk_30,5.8467341930243,12.0,-6.714148875644317,0,0,0,1,0
2023-02-19,50,22,eat_veg_400,9.59359900735555,5.5,5.005880161267788,0,1,1,1,0
2023-02-19,50,23,walk_30,8.78538858696399,8.0,1.0011629162383955,1,0,0,1,0
2023-02-19,50,24,eat_veg_400,8.845085370392773,9.0,-0.3780422708715737,0,0,1,1,0
2023-02-20,51,0,sleep_early,9.13413833347674,5.5,3.9904240733675147,0,1,1,1,0
2023-02-20,51,1,eat_veg_400,6.582610190573422,12.0,-5.747525010865678,0,0,0,1,0
2023-02-20,51,2,no_tobacco_alcohol,2.091097664607083,17.0,-14.405174087036436,0,0,0,0,0
2023-02-20,51,3,drink_water_8,2.6161655583557195,17.0,-16.21240541427524,0,0,0,0,0
2023-02-20,51,4,sleep_early,6.7354733471087105,10.5,-4.197896090077795,0,1,1,0,0
2023-02-20,51,5,eat_veg_400,8.0487423203013,8.5,-0.44018949123849094,0,1,0,1,0
2023-02-20,51,6,sleep_early,3.975408578505635,17.0,-14.040913338401047,0,0,0,0,0
2023-02-20,51,7,walk_30,2.6567354332987345,17.0,-15.311051805690845,0,0,0,0,0
2023-02-20,51,8,eat_veg_400,6.41009498326839,12.0,-5.150609216401443,0,0,0,1,0
2023-02-20,51,9,eat_veg_400,6.2338607377046396,12.0,-5.7873441532801415,0,0,0,1,0
2023-02-20,51,10,drink_water_8,8.609270631002381,8.5,0.24641514485569385,0,1,0,1,0
2023-02-20,51,11,eat_veg_400,5.65471022394621,12.0,-5.007237981349957,0,0,0,1,0
2023-02-20,51,12,eat_veg_400,5.71760363141927,12.0,-5.680518758960924,0,0,0,1,0
2023-02-20,51,13,sleep_early,10.89041254555983,5.5,4.657655201242743,0,1,1,1,0
2023-02-20,51,14,eat_veg_400,6.786658940289859,12.0,-5.5702893299320255,0,0,0,1,0
2023-02-20,51,15,eat_veg_400,5.855203135648237,12.0,-6.483604506347106,0,0,0,1,0
2023-02-20,51,16,meditate_10,2.6289101710389056,17.0,-11.601552305480066,0,0,0,0,0
2023-02-20,51,17,walk_30,6.408727615857112,12.0,-6.588165829363215,0,0,0,1,0
2023-02-20,51,18,eat_veg_400,5.578240830787163,12.0,-5.2532327131564065,0,0,0,1,0
2023-02-20,51,19,walk_30,10.701172110574124,4.5,6.8338119615602855,1,1,0,1,0
2023-02-20,51,20,eat_veg_400,6.626303479436265,12.0,-7.261977835102844,0,0,0,1,0
2023-02-20,51,21,no_tobacco_alcohol,5.823959937434202,12.0,-6.038632460861805,0,0,0,1,0
2023-02-20,51,22,sleep_early,11.550653738827785,1.5,10.702074222939059,1,1,1,1,0
2023-02-20,51,23,walk_30,8.795642798301305,8.0,1.0837460490386617,1,0,0,1,0
2023-02-20,51,24,no_tobacco_alcohol,8.752838489271078,9.0,-0.08112700177659268,0,0,1,1,0
2023-02-21,52,0,sleep_early,7.176980541017361,9.0,-1.5752133275136775,0,0,1,1,0
2023-02-21,52,1,eat_veg_400,6.633618499530849,12.0,-5.8045522519457435,0,0,0,1,0
2023-02-21,52,2,drink_water_8,2.824340583407062,17.0,-14.605229317851038,0,0,0,0,0
2023-02-21,52,3,eat_veg_400,2.5845876046779352,17.0,-15.01018632875641,0,0,0,0,0
2023-02-21,52,4,no_tobacco_alcohol,8.993055128779229,5.5,4.443277931920696,0,1,1,1,0
2023-02-21,52,5,eat_veg_400,6.058996631398431,12.0,-6.929553923076447,0,0,0,1,0
2023-02-21,52,6,no_tobacco_alcohol,2.9625608221451745,17.0,-14.903392704654083,0,0,0,0,0
2023-02-21,52,7,sleep_early,2.7692375741543427,17.0,-12.030186625020086,0,0,0,0,0
2023-02-21,52,8,eat_veg_400,8.269863341416247,9.0,-0.860310183934086,0,0,1,1,0
2023-02-21,52,9,eat_veg_400,6.295576472436137,12.0,-5.645453261785554,0,0,0,1,0
2023-02-21,52,10,eat_veg_400,10.504273357481026,5.5,5.085584528201841,0,1,1,1,0
2023-02-21,52,11,eat_veg_400,5.652538454214994,12.0,-6.169837008095189,0,0,0,1,0
2023-02-21,52,12,eat_veg_400,7.683170052999425,9.0,-1.4907007267311747,0,0,1,1,0
2023-02-21,52,13,eat_veg_400,10.881817691637963,5.5,4.865427886267085,0,1,1,1,0
2023-02-21,52,14,eat_veg_400,6.539496450601353,12.0,-4.535842030816173,0,0,0,1,0
2023-02-21,52,15,eat_veg_400,5.956455206995802,12.0,-5.9186623847085995,0,0,0,1,0
2023-02-21,52,16,walk_30,4.602122053988406,13.5,-10.42494812653957,0,1,0,0,0
2023-02-21,52,17,eat_veg_400,6.214459222680709,12.0,-4.656540477484367,0,0,0,1,0
2023-02-21,52,18,eat_veg_400,5.5,12.0,-7.19998263863501,0,0,0,1,0
2023-02-21,52,19,walk_30,10.856641531093933,4.5,6.220537572813085,1,1,0,1,0
2023-02-21,52,20,sleep_early,6.573145109236914,12.0,-4.354824888853617,0,0,0,1,0
2023-02-21,52,21,eat_veg_400,5.769912479977228,12.0,-5.6412854844861835,0,0,0,1,0
2023-02-21,52,22,sleep_early,11.53825107985381,1.5,12.740030445209216,1,1,1,1,0
2023-02-21,52,23,walk_30,8.893817754403365,8.0,1.1528479292973357,1,0,0,1,0
2023-02-21,52,24,eat_veg_400,8.738550943922402,9.0,-0.2030342805558947,0,0,1,1,0
2023-02-22,53,0,walk_30,7.593323976388621,9.0,-1.1095935660215805,0,0,1,1,0
2023-02-22,53,1,eat_veg_400,8.560590305190306,9.0,-0.7095425304796095,0,0,1,1,0
2023-02-22,53,2,walk_30,2.8500529761893842,17.0,-14.400743156179212,0,0,0,0,0
2023-02-22,53,3,meditate_10,2.579839793771958,17.0,-13.055213667247207,0,0,0,0,0
2023-02-22,53,4,meditate_10,5.852487308109188,12.0,-7.343518858356854,0,0,0,1,0
2023-02-22,53,5,eat_veg_400,7.904019720684871,9.0,-0.9775572888191008,0,0,1,1,0
2023-02-22,53,6,no_tobacco_alcohol,3.0290266385089883,17.0,-14.76872250315355,0,0,0,0,0
2023-02-22,53,7,eat_veg_400,2.794026385447594,17.0,-12.582840230609737,0,0,0,0,0
