date,day,user_id,action,reward,penalty,observed,sleep_hours,activity_min,diet_fv_g,abstain,stress_level,water_glasses,screen_time_hours,social_minutes,mindfulness_min,sleep,activity,diet,habit,water,mental_health,screen,social
2023-02-23,54,20,eat_veg_400,8.55589615502523,14.0,-5.678399674077869,3.1196739774552587,0,129,1,2.964738473333771,0,12.0,9,0,0,0,0,1,0,1,0,0
2023-02-23,54,21,eat_veg_400,7.9104572047463995,14.0,-6.8066479522747265,8.3062893191427,148,96,0,10.0,0,12.0,40,0,1,1,0,0,0,0,0,1
2023-02-23,54,22,eat_veg_400,5.536211000377808,17.5,-13.070339266385528,3.799571677882976,0,0,1,10.0,0,11.609538726495567,4,0,0,0,0,1,0,0,0,0
2023-02-23,54,23,eat_veg_400,11.726841243389554,10.0,1.4757074480356343,4.484776990177629,0,614,1,1.0278428247950981,0,10.706011708926994,66,0,0,0,1,1,0,1,0,1
2023-02-23,54,24,no_tobacco_alcohol,8.25,14.0,-4.577511024178962,3.7314090172721652,0,233,0,0.7262637523954397,0,11.254526148398213,12,0,0,0,0,1,0,1,0,0
2023-02-24,55,0,social_15,8.094692231210416,14.5,-5.791629800198285,3.0,0,379,1,6.505265524728887,0,12.0,0,0,0,0,1,1,0,0,0,0
2023-02-24,55,1,no_tobacco_alcohol,4.8061389302592765,17.5,-11.444008902577732,3.308633370537728,0,44,1,9.449965595874797,0,12.0,0,0,0,0,0,1,0,0,0,0
2023-02-24,55,2,no_tobacco_alcohol,2.571750709308026,22.5,-20.939737146113888,3.0,0,0,0,9.363762089464826,0,12.0,0,0,0,0,0,0,0,0,0,0
2023-02-24,55,3,no_tobacco_alcohol,6.011961189356717,17.5,-9.11610555663032,3.0,0,0,1,6.810432632545054,0,11.8284668045618,0,0,0,0,0,1,0,0,0,0
2023-02-24,55,4,walk_30,13.28778859982735,6.5,6.3724983842065255,7.723178979703347,15,0,1,1.0118247571810324,0,10.786412362698032,0,0,1,1,0,1,0,1,0,0
2023-02-24,55,5,eat_veg_400,8.344773111205074,14.0,-4.7197366021514595,3.0,3,166,1,4.041741087284402,0,11.80068229289985,22,0,0,0,0,1,0,1,0,0
2023-02-24,55,6,eat_veg_400,10.748441055475716,11.0,-0.3603009885598964,3.0284937830790724,3,374,1,1.5215589424015956,0,12.0,3,0,0,0,1,1,0,1,0,0
2023-02-24,55,7,eat_veg_400,8.381541014088931,13.5,-4.56767049212397,5.9131051487076425,0,509,0,9.2521819699446,0,12.0,18,0,0,0,1,1,0,0,0,1
2023-02-24,55,8,eat_veg_400,8.685549186217974,14.0,-6.181441652329192,4.234882911247894,0,0,1,2.127161634859114,0,12.0,5,0,0,0,0,1,0,1,0,0
2023-02-24,55,9,eat_veg_400,8.199747062749445,14.5,-5.598857888128426,3.0,0,1033,1,5.638147902256146,0,12.0,0,0,0,0,1,1,0,0,0,0
2023-02-24,55,10,social_15,6.3,16.5,-11.555913265632913,4.024639121730552,0,0,1,10.0,0,10.345037951825375,4,0,0,0,0,1,0,0,0,1
2023-02-24,55,11,walk_30,12.866994898333202,6.5,6.973106834561622,7.871693438811823,145,0,1,4.4348587613922215,0,12.0,0,0,1,1,0,1,0,1,0,0
2023-02-24,55,12,walk_30,11.0,11.0,0.2939215963903905,3.0,0,931,1,0.0,0,10.332171574490241,16,0,0,0,1,1,0,1,0,0
2023-02-24,55,13,eat_veg_400,5.5,17.5,-12.348383381329803,3.587103760756169,12,0,1,9.486000711175311,0,12.0,7,0,0,0,0,1,0,0,0,0
2023-02-24,55,14,no_tobacco_alcohol,2.491562403949466,22.5,-23.168599884554094,3.0,0,333,0,5.6914434664149915,0,12.0,7,0,0,0,0,0,0,0,0,0
2023-02-24,55,15,eat_veg_400,5.600294666983471,17.5,-11.51289621057842,3.1044129395242797,12,279,1,9.969997026390631,0,9.75536813714085,19,0,0,0,0,1,0,0,0,0
2023-02-24,55,16,social_15,7.51957297360435,14.5,-8.375176166203904,3.4286508142739556,0,567,1,9.649694567569174,0,9.19211013117335,0,0,0,0,1,1,0,0,0,0
2023-02-24,55,17,eat_veg_400,6.372802683638145,16.5,-8.586478203048987,5.980420417792005,0,96,1,8.49292079239209,0,8.57296464025459,32,0,0,0,0,1,0,0,0,1
2023-02-24,55,18,no_tobacco_alcohol,2.5,22.5,-19.89721758529406,3.024401749938983,0,0,0,10.0,0,12.0,13,0,0,0,0,0,0,0,0,0
2023-02-24,55,19,walk_30,5.875468158428875,17.5,-7.630222927662519,9.009071806492699,10,0,1,7.580006536226062,0,11.77327325894836,0,0,0,0,0,1,0,0,0,0
2023-02-24,55,20,eat_veg_400,10.541382692690545,11.0,-0.31292295833987627,3.0,0,421,1,2.968379260643281,0,12.0,19,0,0,0,1,1,0,1,0,0
2023-02-24,55,21,eat_veg_400,7.801578081207352,14.0,-6.817787153026392,8.728405966637638,141,331,0,10.0,0,12.0,39,0,1,1,0,0,0,0,0,1
2023-02-24,55,22,eat_veg_400,5.5,17.5,-8.82328972634727,4.22107504306995,0,0,1,10.0,0,12.0,0,0,0,0,0,1,0,0,0,0
2023-02-24,55,23,no_tobacco_alcohol,11.659957082944496,10.0,1.6002992840756065,4.384289746585122,0,531,1,0.84791092274656,0,10.641188137162354,81,0,0,0,1,1,0,1,0,1
2023-02-24,55,24,no_tobacco_alcohol,8.172940069573205,14.0,-5.935444341074153,3.8354417505804985,0,107,1,0.3736088485116936,0,11.37825138046662,19,0,0,0,0,1,0,1,0,0
2023-02-25,56,0,eat_veg_400,8.054752073375226,14.5,-6.678802858763649,3.0,0,628,1,5.9298403519459235,0,12.0,0,0,0,0,1,1,0,0,0,0
2023-02-25,56,1,eat_veg_400,5.570419816774388,17.5,-12.346328394536826,3.423254364802693,0,44,1,9.629913603888282,0,11.666299407898057,4,0,0,0,0,1,0,0,0,0
2023-02-25,56,2,no_tobacco_alcohol,5.550878033346958,17.5,-11.726263438926713,3.0,0,0,0,10.0,0,11.517627496519177,0,0,0,0,0,1,0,0,0,0
2023-02-25,56,3,eat_veg_400,5.9619605184354665,17.5,-11.565992151096397,3.125559641091691,0,0,1,7.441623790060349,0,12.0,0,0,0,0,0,1,0,0,0,0
2023-02-25,56,4,eat_veg_400,13.340298988617649,7.0,4.904971651366317,6.6324350658646845,6,323,1,1.4326022365638966,0,11.159626946529414,8,0,1,0,1,1,0,1,0,0
2023-02-25,56,5,eat_veg_400,11.177517046457414,10.0,0.6751541142315562,3.1877718734594525,0,382,1,4.708843218621133,0,11.497433361889904,16,0,0,0,1,1,0,1,0,1
2023-02-25,56,6,eat_veg_400,8.81541519224673,14.0,-6.811523588854165,3.0,0,319,1,0.7971506631091931,0,11.579299287173017,0,0,0,0,0,1,0,1,0,0
2023-02-25,56,7,social_15,5.472184070346744,18.5,-9.850454893753126,6.527700409783505,0,433,0,9.649932886033675,0,12.0,24,0,0,0,1,0,0,0,0,1
2023-02-25,56,8,eat_veg_400,8.650696821390092,14.0,-5.3622383799904405,3.844062784855322,0,0,1,2.6582506658922744,0,12.0,3,0,0,0,0,1,0,1,0,0
2023-02-25,56,9,drink_water_8,8.122634183514114,14.5,-6.112757768398508,3.0,0,1030,1,6.189601610090255,0,11.544721980586587,0,0,0,0,1,1,0,0,0,0
2023-02-25,56,10,eat_veg_400,5.595903523406282,17.5,-9.92506108963181,3.0,0,0,1,10.0,0,10.403811426268488,4,0,0,0,0,1,0,0,0,0
2023-02-25,56,11,walk_30,12.824221165500926,6.5,7.397109336994324,7.491156116532956,163,0,1,4.721923600014958,0,11.971249841754597,10,0,1,1,0,1,0,1,0,0
2023-02-25,56,12,no_tobacco_alcohol,11.8,10.0,1.650408650287178,3.147148693721492,0,844,1,0.0,0,10.260597934484172,18,0,0,0,1,1,0,1,0,1
2023-02-25,56,13,eat_veg_400,5.590287721624624,17.5,-12.15747569462077,3.0,4,0,1,9.80895851877662,0,12.0,4,0,0,0,0,1,0,0,0,0
2023-02-25,56,14,no_tobacco_alcohol,2.3085528791642327,22.5,-26.874582338898733,3.0,0,218,0,6.717102071624213,0,12.0,4,0,0,0,0,0,0,0,0,0
2023-02-25,56,15,eat_veg_400,6.3,16.5,-10.2457586802345,3.6498964432436893,1,208,1,10.0,0,10.223535642851768,21,0,0,0,0,1,0,0,0,1
2023-02-25,56,16,meditate_10,9.758300270806165,11.0,-1.1779670895738716,3.0075203862204694,0,494,1,9.293573985727232,0,9.374431507161587,1,0,0,0,1,1,0,1,0,0
2023-02-25,56,17,eat_veg_400,8.484778829879989,13.5,-4.610567875467683,6.087185626498319,0,471,1,9.523376631751248,0,8.373650768848174,36,0,0,0,1,1,0,0,0,1
2023-02-25,56,18,no_tobacco_alcohol,2.5,22.5,-17.671368520048485,3.0,0,0,0,9.850765604305595,0,12.0,14,0,0,0,0,0,0,0,0,0
2023-02-25,56,19,drink_water_8,5.862999019566091,17.5,-13.219851252026313,8.906151445714407,2,0,0,7.875760151378345,2,12.0,2,0,0,0,0,1,0,0,0,0
2023-02-25,56,20,no_tobacco_alcohol,11.273856950987819,10.0,0.8186120542092126,3.0,0,313,1,4.0625075343178585,0,12.0,24,0,0,0,1,1,0,1,0,1
2023-02-25,56,21,eat_veg_400,9.80982841093224,11.0,-1.2609941945308938,8.01705527912233,135,486,0,10.0,0,12.0,39,0,1,1,1,0,0,0,0,1
2023-02-25,56,22,no_tobacco_alcohol,5.5,17.5,-11.757170256844864,4.211274435959628,0,0,1,9.4757787900825,0,11.70078955935853,0,0,0,0,0,1,0,0,0,0
2023-02-25,56,23,digital_detox_30,11.712565792076283,10.0,1.8626508440244471,4.5752734273363265,0,438,1,0.7442239021216148,0,11.075257424072793,93,0,0,0,1,1,0,1,0,1
2023-02-25,56,24,eat_veg_400,9.75952349731669,13.0,-3.371178352665624,3.193093299423955,0,190,1,0.5945458144816238,0,11.175574367859854,23,0,0,0,0,1,0,1,0,1
2023-02-26,57,0,digital_detox_30,8.109346582508781,14.5,-7.156499612831318,3.0,0,521,1,6.56902689969415,0,12.0,0,0,0,0,1,1,0,0,0,0
2023-02-26,57,1,eat_veg_400,5.583732072493627,17.5,-8.893741689306621,3.318134664226031,0,146,1,9.61768868335449,0,11.62757612681218,9,0,0,0,0,1,0,0,0,0
2023-02-26,57,2,no_tobacco_alcohol,2.542627290770511,22.5,-21.84326937414813,3.0,0,0,0,10.0,0,11.16534102914871,0,0,0,0,0,0,0,0,0,0
2023-02-26,57,3,eat_veg_400,5.804818960572203,17.5,-13.517323927690809,3.1350211019929177,0,18,1,8.369291829347695,0,12.0,0,0,0,0,0,1,0,0,0,0
2023-02-26,57,4,drink_water_8,8.785109664515415,14.0,-5.651629832977616,6.611612157014291,1,152,1,1.3455881775497582,4,11.228847310404202,9,0,0,0,0,1,0,1,0,0
2023-02-26,57,5,drink_water_8,9.093673517206831,13.0,-3.678614446718394,3.330892361281693,0,260,1,4.63245957555107,4,10.660978947458277,14,0,0,0,0,1,0,1,0,1
2023-02-26,57,6,drink_water_8,8.85899504468996,14.0,-4.293274876607779,3.1191749354450327,0,273,1,0.7457118067980183,0,12.0,0,0,0,0,0,1,0,1,0,0
2023-02-26,57,7,eat_veg_400,5.351453470941905,18.5,-15.381640908068785,7.103995321877925,0,589,0,9.729235681219183,0,12.0,30,0,0,0,1,0,0,0,0,1
2023-02-26,57,8,drink_water_8,8.610794539142267,14.0,-5.980157068164943,3.9203401140247554,0,0,1,1.8730537564972487,0,12.0,0,0,0,0,0,1,0,1,0,0
2023-02-26,57,9,eat_veg_400,8.071868348608676,14.5,-5.384913694950188,3.0,0,1111,1,7.16366043074989,0,11.161750047791925,0,0,0,0,1,1,0,0,0,0
2023-02-26,57,10,eat_veg_400,7.5,14.5,-8.323999588922014,3.0,0,403,1,9.63153260317187,0,9.971673877860939,4,0,0,0,1,1,0,0,0,0
2023-02-26,57,11,walk_30,12.812695196255396,6.5,5.54359496895019,8.222542264250498,170,0,1,4.625877221003271,0,12.0,12,0,1,1,0,1,0,1,0,0
2023-02-26,57,12,meditate_10,11.762428568479274,10.0,1.7157899409149633,3.0,0,779,1,1.3094187733343479,0,10.974164501043926,12,0,0,0,1,1,0,1,0,1
2023-02-26,57,13,eat_veg_400,5.5377357350263985,17.5,-14.909253738125612,3.0,0,174,1,9.552793455911564,0,12.0,5,0,0,0,0,1,0,0,0,0
2023-02-26,57,14,no_tobacco_alcohol,5.333015917393157,17.5,-12.241345101348761,3.4411076261974944,0,154,1,6.19525176377242,0,12.0,2,0,0,0,0,1,0,0,0,0
2023-02-26,57,15,eat_veg_400,8.3,13.5,-5.44636013177182,3.533452096456848,0,543,1,10.0,0,9.451245374122363,21,0,0,0,1,1,0,0,0,1
2023-02-26,57,16,meditate_10,9.748068258761323,11.0,-1.4921438329830237,3.1882535322812138,0,356,1,9.52712272055684,0,9.879515458046193,0,0,0,0,1,1,0,1,0,0
2023-02-26,57,17,digital_detox_30,8.413083169355293,13.5,-5.359455891300254,5.731684095799953,0,370,1,9.326716665589403,0,8.533509858685525,37,0,0,0,1,1,0,0,0,1
2023-02-26,57,18,no_tobacco_alcohol,2.6059136791750452,22.5,-18.04575497034831,3.0,0,0,0,10.0,0,11.452298578884475,21,0,0,0,0,0,0,0,0,0
2023-02-26,57,19,no_tobacco_alcohol,7.480192082743432,13.5,-4.241169349765977,9.128281853652357,0,0,1,8.570681408489559,0,12.0,8,0,1,0,0,1,0,0,0,0
2023-02-26,57,20,eat_veg_400,9.162640513757598,13.0,-3.5275510322239434,3.0,0,251,1,4.935415114386325,0,11.17764766636055,15,0,0,0,0,1,0,1,0,1
2023-02-26,57,21,walk_30,9.8,11.0,-0.8951863215695172,8.226927020802744,164,363,0,10.0,0,11.800664952510772,41,0,1,1,1,0,0,0,0,1
2023-02-26,57,22,eat_veg_400,5.548181567797423,17.5,-8.938466893589574,4.171767286449101,0,0,1,9.747264995586871,0,12.0,0,0,0,0,0,1,0,0,0,0
2023-02-26,57,23,eat_veg_400,11.748479433811287,10.0,1.9202421289912994,4.564580128201507,0,710,1,0.0,0,11.52233343602589,96,0,0,0,1,1,0,1,0,1
2023-02-26,57,24,digital_detox_30,9.716315775455271,13.0,-3.3428812324593142,3.0,0,98,1,1.059418542324069,0,11.492450742317926,29,0,0,0,0,1,0,1,0,1
2023-02-27,58,0,sleep_early,7.960228125680057,14.5,-6.982004389501511,3.3397492749211337,0,507,0,8.356958197934263,0,12.0,0,0,0,0,1,1,0,0,0,0
2023-02-27,58,1,eat_veg_400,5.603702980656601,17.5,-14.686752276888395,3.0,0,132,0,9.259609954870049,0,11.872348061584926,4,0,0,0,0,1,0,0,0,0
2023-02-27,58,2,no_tobacco_alcohol,5.50325541255059,17.5,-10.549616287192759,4.431141128926992,0,0,1,9.7524462290296,0,11.353755826290646,0,0,0,0,0,1,0,0,0,0
2023-02-27,58,3,drink_water_8,5.751975059806516,17.5,-11.398758177267018,3.0,0,0,1,7.996075258157788,0,11.489744651763193,0,0,0,0,0,1,0,0,0,0
2023-02-27,58,4,drink_water_8,8.75212878788805,14.0,-3.514130393994787,6.666469356707788,0,45,1,1.8564942306263204,2,11.615606580864043,1,0,0,0,0,1,0,1,0,0
2023-02-27,58,5,drink_water_8,9.30513106366734,12.5,-3.2773377248425457,3.7256361177639503,0,175,1,5.187807239974468,6,9.744980360441296,9,0,0,0,0,1,1,1,0,0
2023-02-27,58,6,drink_water_8,8.888143228980297,14.0,-5.741485207301143,3.482049831475607,0,227,1,0.6332298642611054,3,12.0,0,0,0,0,0,1,0,1,0,0
2023-02-27,58,7,sleep_early,7.369713211776587,14.5,-6.941780178702235,8.800157969978072,0,447,0,9.769295696017403,0,11.348473911687211,23,0,1,0,1,0,0,0,0,1
2023-02-27,58,8,drink_water_8,8.719041936525413,14.0,-5.686592167506232,3.578886370390965,0,0,1,1.230268210284319,3,11.935833879771065,0,0,0,0,0,1,0,1,0,0
2023-02-27,58,9,sleep_early,7.426494031204826,14.5,-8.645543749505483,3.0,0,1004,1,7.369731604869232,0,10.850017747655262,0,0,0,0,1,1,0,0,0,0
2023-02-27,58,10,social_15,7.5,14.5,-8.590542269236053,3.0,0,348,0,10.0,0,10.20547544423624,0,0,0,0,1,1,0,0,0,0
2023-02-27,58,11,walk_30,12.824893488658482,6.5,6.890112839516302,8.768553480307878,159,0,1,4.137941661564621,0,12.0,0,0,1,1,0,1,0,1,0,0
2023-02-27,58,12,sleep_early,10.836400422183027,11.0,-0.22841600498893389,3.0,0,711,1,1.607756813481224,0,11.254753994922057,11,0,0,0,1,1,0,1,0,0
2023-02-27,58,13,social_15,5.673603322058982,17.5,-10.070898031359748,3.0,0,32,1,8.484098399652671,0,11.686556590975426,3,0,0,0,0,1,0,0,0,0
2023-02-27,58,14,drink_water_8,6.062723506170578,17.5,-13.513741207161832,3.0,0,44,0,6.084451273523586,0,11.613685500942843,7,0,0,0,0,1,0,0,0,0
2023-02-27,58,15,sleep_early,7.8,13.5,-6.9553208547453504,4.7540730201663965,0,460,1,10.0,0,9.25029570612212,22,0,0,0,1,1,0,0,0,1
2023-02-27,58,16,sleep_early,5.04608521402036,17.5,-10.870977606492344,3.0,0,296,1,9.741266289857544,0,10.625987629224554,0,0,0,0,0,1,0,0,0,0
2023-02-27,58,17,meditate_10,6.445997367596671,16.5,-11.12520017016178,4.7830379541436505,0,317,1,9.043397495935976,0,9.43627934995585,23,0,0,0,0,1,0,0,0,1
2023-02-27,58,18,no_tobacco_alcohol,3.3,21.5,-16.16760757731816,3.0,0,0,0,10.0,0,12.0,10,0,0,0,0,0,0,0,0,1
2023-02-27,58,19,walk_30,5.725225096794201,17.5,-10.143118064780367,8.602143510605043,16,0,1,8.418926310064387,0,12.0,16,0,0,0,0,1,0,0,0,0
2023-02-27,58,20,social_15,9.050866531764456,13.0,-4.14468717789298,3.1625169882408484,0,169,1,5.050226326604527,0,11.0761725632563,30,0,0,0,0,1,0,1,0,1
2023-02-27,58,21,no_tobacco_alcohol,10.8,9.0,1.6809614371014243,7.764785159497968,153,347,1,10.0,0,11.825458701999302,41,0,1,1,0,1,0,0,0,1
2023-02-27,58,22,walk_30,5.595047985620575,17.5,-8.490282312291699,3.6990246172100423,0,0,1,9.399859094602057,0,11.967477674399893,0,0,0,0,0,1,0,0,0,0
2023-02-27,58,23,digital_detox_30,11.8,10.0,1.5165130055614235,4.188598596795245,0,591,1,0.556169656146079,0,11.497528765609204,92,0,0,0,1,1,0,1,0,1
2023-02-27,58,24,walk_30,9.637470210102062,13.0,-3.714422441714237,3.5111548840940126,13,20,1,1.2820582845052348,0,11.955704379787187,39,0,0,0,0,1,0,1,0,1
2023-02-28,59,0,drink_water_8,4.831701106535624,19.5,-15.556103956763836,3.650568935268124,0,515,0,7.778290163787629,0,11.503583915891122,2,0,0,0,1,0,0,0,0,0
2023-02-28,59,1,no_tobacco_alcohol,1.8470905292152051,22.5,-17.418815380893328,3.0,0,11,0,10.0,0,11.693378427069652,6,0,0,0,0,0,0,0,0,0
2023-02-28,59,2,walk_30,5.695820495672194,17.5,-12.00233639854652,3.7805236639295265,0,0,1,9.60127375399897,0,12.0,0,0,0,0,0,1,0,0,0,0
2023-02-28,59,3,walk_30,5.730544267118674,17.5,-11.134596730914605,3.207875973303583,0,0,0,9.11586743205172,0,11.896051622278435,0,0,0,0,0,1,0,0,0,0
2023-02-28,59,4,social_15,8.76293715720031,14.0,-6.07043841325643,6.041772086911837,0,0,1,1.091124549901608,0,11.400415727998226,3,0,0,0,0,1,0,1,0,0
2023-02-28,59,5,social_15,8.267858284180413,14.0,-6.847542711532922,3.5762357004404177,0,98,1,6.232593890697626,4,10.176157616703092,5,0,0,0,0,1,0,1,0,0
2023-02-28,59,6,social_15,9.695903650133543,13.0,-4.275168767346252,3.49403619201855,0,169,1,1.5079576511814823,1,11.935675383940085,21,0,0,0,0,1,0,1,0,1
2023-02-28,59,7,walk_30,9.826829872868757,11.0,-1.2757493563961022,7.990545837582257,39,319,0,10.0,0,12.0,21,0,1,1,1,0,0,0,0,1
2023-02-28,59,8,social_15,8.838444405346058,14.0,-4.414404280241667,4.072426885637327,0,0,1,0.5011691957381563,1,12.0,0,0,0,0,0,1,0,1,0,0
2023-02-28,59,9,sleep_early,7.4699908150439995,14.5,-6.235099457430853,4.18399201845595,0,981,1,7.173184435141578,0,10.901369903104024,0,0,0,0,1,1,0,0,0,0
2023-02-28,59,10,no_tobacco_alcohol,2.5,22.5,-17.806453028179824,3.0,0,236,0,10.0,0,10.909800828750356,7,0,0,0,0,0,0,0,0,0
2023-02-28,59,11,walk_30,12.939926952717899,6.5,6.6081587015179535,8.591375988514036,144,0,1,3.104235458834437,0,12.0,0,0,1,1,0,1,0,1,0,0
2023-02-28,59,12,eat_veg_400,10.796327962572844,11.0,-0.018612041958653375,3.0,0,587,1,1.3494419940626985,0,12.0,2,0,0,0,1,1,0,1,0,0
2023-02-28,59,13,walk_30,5.6677693176559885,17.5,-11.279989817015153,3.821752639714199,0,0,1,8.64660687550496,0,12.0,0,0,0,0,0,1,0,0,0,0
2023-02-28,59,14,no_tobacco_alcohol,2.394212454166026,22.5,-22.248111587900574,3.0,0,0,0,6.755976568131906,0,12.0,8,0,0,0,0,0,0,0,0,0
2023-02-28,59,15,eat_veg_400,8.3,13.5,-4.7741405896096465,5.233956977533948,0,681,0,10.0,0,9.60261671621047,16,0,0,0,1,1,0,0,0,1
2023-02-28,59,16,meditate_10,7.662573488919204,14.0,-6.214205041832514,3.0,0,232,1,8.14131164191921,0,10.639343924272177,0,0,0,0,0,1,0,1,0,0
2023-02-28,59,17,sleep_early,5.963530051416916,16.5,-11.846969417663281,6.508926657167676,0,296,1,10.0,0,10.025988579543936,20,0,0,0,0,1,0,0,0,1
2023-02-28,59,18,no_tobacco_alcohol,2.5,22.5,-18.217082183507816,3.013986370162702,0,0,0,10.0,0,12.0,2,0,0,0,0,0,0,0,0,0
2023-02-28,59,19,no_tobacco_alcohol,8.28243491293443,12.5,-4.658429524363123,8.907956007654954,7,0,1,8.392809900798943,0,11.86625291598437,8,0,1,0,0,1,0,0,0,1
2023-02-28,59,20,social_15,7.040292575253549,16.5,-9.929041542406429,3.0,0,131,1,4.852397810622041,0,11.064012023265443,18,0,0,0,0,1,0,0,0,1
2023-02-28,59,21,walk_30,10.840692369564582,9.0,1.6895138950720228,7.883345497666339,165,263,1,9.824390499117184,0,11.387172118944331,38,0,1,1,0,1,0,0,0,1
2023-02-28,59,22,eat_veg_400,5.5300715166030034,17.5,-10.766843695361233,3.4987664005903034,0,0,1,10.0,0,12.0,9,0,0,0,0,1,0,0,0,0
2023-02-28,59,23,eat_veg_400,11.795151626375624,10.0,1.7156992617457936,4.8531395365490555,0,482,1,0.0,0,11.682337486461106,85,0,0,0,1,1,0,1,0,1
2023-02-28,59,24,meditate_10,9.758301543755618,13.0,-3.758995846706352,3.0,0,0,1,0.6343955248135861,0,12.0,42,0,0,0,0,1,0,1,0,1
2023-03-01,60,0,walk_30,4.789484703217051,19.5,-10.064631230659625,3.0,0,400,0,8.670401814746391,0,11.832238656202403,0,0,0,0,1,0,0,0,0,0
2023-03-01,60,1,digital_detox_30,2.509476307105556,22.5,-14.210763477135533,3.3015422027862376,0,0,0,10.0,0,12.0,0,0,0,0,0,0,0,0,0,0
2023-03-01,60,2,no_tobacco_alcohol,5.5,17.5,-10.211284019419438,3.507091052384963,0,0,1,10.0,0,12.0,0,0,0,0,0,1,0,0,0,0
2023-03-01,60,3,eat_veg_400,2.591679927411625,22.5,-25.341327343053436,3.0,0,15,0,9.363576640632342,0,11.818147330340055,5,0,0,0,0,0,0,0,0,0
2023-03-01,60,4,meditate_10,9.0,14.0,-5.245491339676303,5.988497516532458,0,0,1,0.0,0,11.408551798229656,0,0,0,0,0,1,0,1,0,0
2023-03-01,60,5,meditate_10,6.059980336346953,17.5,-9.290206141123582,3.556028433709973,0,4,1,6.605719410112368,2,10.50136404307776,1,0,0,0,0,1,0,0,0,0
2023-03-01,60,6,social_15,9.582564475849177,13.0,-2.689575602036265,3.055069157076932,0,123,1,1.7051311172964398,0,11.057120952915843,37,0,0,0,0,1,0,1,0,1
2023-03-01,60,7,eat_veg_400,9.82323207559914,11.0,-1.0157726530381432,7.345902370874229,30,599,0,10.0,0,12.0,16,0,1,1,1,0,0,0,0,1
2023-03-01,60,8,sleep_early,9.0,14.0,-6.220916913483702,5.187589229173755,0,0,1,0.5877407251635538,0,12.0,0,0,0,0,0,1,0,1,0,0
2023-03-01,60,9,eat_veg_400,7.946846618112439,14.5,-6.125873896709312,4.120020311929043,0,1138,1,7.989794325071872,0,10.821776185700829,0,0,0,0,1,1,0,0,0,0
2023-03-01,60,10,social_15,2.607638674162555,22.5,-19.488077378660545,3.2208417467578876,0,118,0,9.173546881871168,0,10.896181220463827,0,0,0,0,0,0,0,0,0,0
2023-03-01,60,11,walk_30,12.99397502496732,6.5,5.87851411223843,7.990412806087046,163,0,1,3.752102720669807,0,11.86552931769615,0,0,1,1,0,1,0,1,0,0
2023-03-01,60,12,eat_veg_400,10.747067120072334,11.0,-0.22483008688679615,3.0,0,495,1,1.3765078584020731,0,12.0,1,0,0,0,1,1,0,1,0,0
2023-03-01,60,13,social_15,5.721594531098536,17.5,-10.881759152265827,3.4519235860616035,0,0,1,8.134272793485758,0,11.911362716076937,3,0,0,0,0,1,0,0,0,0
2023-03-01,60,14,drink_water_8,2.986603514780214,22.5,-19.86316680084807,3.1313225441847985,0,0,0,6.9549371990187865,2,12.0,7,0,0,0,0,0,0,0,0,0
2023-03-01,60,15,no_tobacco_alcohol,8.3,13.5,-5.408102862404573,4.9107825895816175,0,649,1,10.0,0,9.08476642162724,15,0,0,0,1,1,0,0,0,1
2023-03-01,60,16,sleep_early,5.380031404148133,17.5,-13.909231578961068,3.0,0,135,1,8.167361861808951,0,11.376079183857748,2,0,0,0,0,1,0,0,0,0
2023-03-01,60,17,eat_veg_400,6.317325457556554,16.5,-9.172137501268816,6.226937243050449,0,264,1,10.0,0,10.89989950170749,16,0,0,0,0,1,0,0,0,1
2023-03-01,60,18,no_tobacco_alcohol,2.5496835565824805,22.5,-19.163161937963682,3.0,0,0,0,9.61608467314068,0,11.816649896547869,1,0,0,0,0,0,0,0,0,0
2023-03-01,60,19,drink_water_8,8.190065943326456,13.5,-6.818097183760284,8.890553969698495,0,0,1,8.561559957179409,0,12.0,3,0,1,0,0,1,0,0,0,0
2023-03-01,60,20,no_tobacco_alcohol,9.176701445935647,13.0,-3.09593789712269,3.0,0,162,1,4.571529379662616,0,11.051131471563927,20,0,0,0,0,1,0,1,0,1
2023-03-01,60,21,walk_30,10.862880123366264,9.0,2.0798866798277595,8.632655371357608,165,191,1,9.90411809300698,0,12.0,53,0,1,1,0,1,0,0,0,1
2023-03-01,60,22,no_tobacco_alcohol,5.509194580482429,17.5,-11.813687743697354,3.441699269820674,0,0,1,10.0,0,12.0,9,0,0,0,0,1,0,0,0,0
2023-03-01,60,23,eat_veg_400,11.787125900467828,10.0,1.963265985240181,5.195375128316258,0,430,1,0.9349759010837881,0,12.0,93,0,0,0,1,1,0,1,0,1
2023-03-01,60,24,meditate_10,9.655808898348587,13.0,-3.3848777799615384,3.0,0,0,0,1.3898199149012063,0,11.977592232205003,36,0,0,0,0,1,0,1,0,1
2023-03-02,61,0,digital_detox_30,4.637276443576194,19.5,-14.09590308874668,3.0,0,391,0,9.403081220861537,0,12.0,0,0,0,0,1,0,0,0,0,0
2023-03-02,61,1,digital_detox_30,2.5325860705053076,22.5,-9.456763242124321,3.7419556923223714,0,0,0,8.749684341801524,0,11.395556111607783,16,0,0,0,0,0,0,0,0,0
2023-03-02,61,2,sleep_early,5.6087388936045866,17.5,-11.267983487002496,4.925343198533061,0,0,0,9.691679489888232,0,12.0,0,0,0,0,0,1,0,0,0,0
